Movie Id,Amount,title,release_year
119,1,"Steal Big, Steal Little (1995)",1995
121,1,"Boys of St. Vincent, The (1992)",1992
141,1,"Birdcage, The (1996)",1996
150,1,Apollo 13 (1995),1995
161,1,Crimson Tide (1995),1995
162,1,Crumb (1994),1994
169,1,Free Willy 2: The Adventure Home (1995),1995
182,1,Moonlight and Valentino (1995),1995
186,1,Nine Months (1995),1995
194,1,Smoke (1995),1995
198,1,Strange Days (1995),1995
204,1,Under Siege 2: Dark Territory (1995),1995
207,1,"Walk in the Clouds, A (1995)",1995
383,1,Wyatt Earp (1994),1994
405,1,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),1994
413,1,Airheads (1994),1994
432,1,City Slickers II: The Legend of Curly's Gold (1994),1994
683,1,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",1993
707,1,Mulholland Falls (1996),1996
737,1,Barb Wire (1996),1996
741,1,Ghost in the Shell (Kôkaku kidôtai) (1995),1995
750,1,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),1964
762,1,Striptease (1996),1996
765,1,Jack (1996),1996
800,1,Lone Star (1996),1996
806,1,American Buffalo (1996),1996
832,1,Ransom (1996),1996
835,1,Foxfire (1996),1996
852,1,Tin Cup (1996),1996
880,1,"Island of Dr. Moreau, The (1996)",1996
887,1,Talk of Angels (1998),1998
891,1,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),1995
898,1,"Philadelphia Story, The (1940)",1940
915,1,Sabrina (1954),1954
919,1,"Wizard of Oz, The (1939)",1939
922,1,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),1950
923,1,Citizen Kane (1941),1941
926,1,All About Eve (1950),1950
936,1,Ninotchka (1939),1939
950,1,"Thin Man, The (1934)",1934
955,1,Bringing Up Baby (1938),1938
991,1,Michael Collins (1996),1996
994,1,Big Night (1996),1996
1006,1,"Chamber, The (1996)",1996
1013,1,"Parent Trap, The (1961)",1961
1031,1,Bedknobs and Broomsticks (1971),1971
671,1,Mystery Science Theater 3000: The Movie (1996),1996
653,1,Dragonheart (1996),1996
647,1,Courage Under Fire (1996),1996
515,1,"Remains of the Day, The (1993)",1993
435,1,Coneheads (1993),1993
437,1,Cops and Robbersons (1994),1994
446,1,Farewell My Concubine (Ba wang bie ji) (1993),1993
471,1,"Hudsucker Proxy, The (1994)",1994
481,1,Kalifornia (1993),1993
482,1,Killing Zoe (1994),1994
491,1,"Man Without a Face, The (1993)",1993
493,1,Menace II Society (1993),1993
495,1,In the Realm of the Senses (Ai no corrida) (1976),1976
497,1,Much Ado About Nothing (1993),1993
508,1,Philadelphia (1993),1993
509,1,"Piano, The (1993)",1993
513,1,Radioland Murders (1994),1994
517,1,Rising Sun (1993),1993
632,1,Land and Freedom (Tierra y libertad) (1995),1995
519,1,RoboCop 3 (1993),1993
529,1,Searching for Bobby Fischer (1993),1993
539,1,Sleepless in Seattle (1993),1993
542,1,Son in Law (1993),1993
546,1,Super Mario Bros. (1993),1993
550,1,Threesome (1994),1994
562,1,Welcome to the Dollhouse (1995),1995
586,1,Home Alone (1990),1990
588,1,Aladdin (1992),1992
592,1,Batman (1989),1989
594,1,Snow White and the Seven Dwarfs (1937),1937
595,1,Beauty and the Beast (1991),1991
628,1,Primal Fear (1996),1996
2320,1,Apt Pupil (1998),1998
2323,1,"Cruise, The (1998)",1998
2328,1,Vampires (1998),1998
4078,1,Amazing Grace and Chuck (1987),1987
4102,1,Eddie Murphy Raw (1987),1987
4104,1,Ernest Goes to Camp (1987),1987
4111,1,Gardens of Stone (1987),1987
4117,1,Hope and Glory (1987),1987
4126,1,Less Than Zero (1987),1987
4128,1,"Lost Boys, The (1987)",1987
4163,1,Carman: The Champion (2001),2001
4167,1,15 Minutes (2001),2001
4240,1,Just Visiting (2001),2001
4251,1,Chopper (2000),2000
4254,1,Crocodile Dundee in Los Angeles (2001),2001
4296,1,Love Story (1970),1970
4321,1,City Slickers (1991),1991
4344,1,Swordfish (2001),2001
4367,1,Lara Croft: Tomb Raider (2001),2001
4370,1,A.I. Artificial Intelligence (2001),2001
4371,1,Baby Boy (2001),2001
4372,1,Crazy/Beautiful (2001),2001
4378,1,Sexy Beast (2000),2000
4437,1,Suspiria (1977),1977
4448,1,"Score, The (2001)",2001
4510,1,Heartbreak Hotel (1988),1988
4605,1,How to Get Ahead in Advertising (1989),1989
4651,1,Renegades (1989),1989
4678,1,UHF (1989),1989
4720,1,"Others, The (2001)",2001
4734,1,Jay and Silent Bob Strike Back (2001),2001
4788,1,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),1979
4795,1,Father Goose (1964),1964
4084,1,Beverly Hills Cop II (1987),1987
4077,1,"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",2000
2335,1,"Waterboy, The (1998)",1998
4063,1,Prelude to a Kiss (1992),1992
3595,1,Held Up (1999),1999
3608,1,Pee-wee's Big Adventure (1985),1985
3611,1,Saludos Amigos (1943),1943
3615,1,Dinosaur (2000),2000
3621,1,Possession (1981),1981
3623,1,Mission: Impossible II (2000),2000
3635,1,"Spy Who Loved Me, The (1977)",1977
3639,1,"Man with the Golden Gun, The (1974)",1974
3686,1,Flatliners (1990),1990
3698,1,"Running Man, The (1987)",1987
3730,1,"Conversation, The (1974)",1974
3733,1,"Paper Chase, The (1973)",1973
3744,1,Shaft (2000),2000
3745,1,Titan A.E. (2000),2000
3751,1,Chicken Run (2000),2000
3809,1,What About Bob? (1991),1991
3821,1,Nutty Professor II: The Klumps (2000),2000
3861,1,"Replacements, The (2000)",2000
3882,1,Bring It On (2000),2000
3897,1,Almost Famous (2000),2000
3980,1,Men of Honor (2000),2000
3981,1,Red Planet (2000),2000
3984,1,Diamonds Are Forever (1971),1971
3997,1,Dungeons & Dragons (2000),2000
4006,1,Transformers: The Movie (1986),1986
4016,1,"Emperor's New Groove, The (2000)",2000
4022,1,Cast Away (2000),2000
4043,1,At Close Range (1986),1986
4059,1,"Amati Girls, The (2000)",2000
4867,1,Riding in Cars with Boys (2001),2001
4873,1,Waking Life (2001),2001
4878,1,Donnie Darko (2001),2001
4880,1,Life as a House (2001),2001
6281,1,Phone Booth (2002),2002
6287,1,Anger Management (2003),2003
6305,1,Fahrenheit 451 (1966),1966
6377,1,Finding Nemo (2003),2003
6385,1,Whale Rider (2002),2002
6533,1,"What's Up, Doc? (1972)",1972
6534,1,Hulk (2003),2003
6565,1,Seabiscuit (2003),2003
6679,1,Revolution OS (2001),2001
6774,1,Videodrome (1983),1983
6870,1,Mystic River (2003),2003
6934,1,"Matrix Revolutions, The (2003)",2003
6981,1,"Ordet (Word, The) (1955)",1955
6993,1,Hannah and Her Sisters (1986),1986
7022,1,Battle Royale (Batoru rowaiaru) (2000),2000
7147,1,Big Fish (2003),2003
7175,1,Torque (2004),2004
7254,1,The Butterfly Effect (2004),2004
7343,1,Wisconsin Death Trip (1999),1999
7386,1,"Ten Commandments, The (1956)",1956
7387,1,Dawn of the Dead (1978),1978
7438,1,Kill Bill: Vol. 2 (2004),2004
8008,1,Brigadoon (1954),1954
8011,1,"Weather Underground, The (2002)",2002
8024,1,"Thing Called Love, The (1993)",1993
8040,1,Brain Donors (1992),1992
8361,1,"Day After Tomorrow, The (2004)",2004
8376,1,Napoleon Dynamite (2004),2004
8665,1,"Bourne Supremacy, The (2004)",2004
6261,1,Wind (1992),1992
6242,1,Ringu (Ring) (1998),1998
6013,1,Kangaroo Jack (2003),2003
5459,1,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),2002
4881,1,"Man Who Wasn't There, The (2001)",2001
4895,1,"Wash, The (2001)",2001
4958,1,Behind Enemy Lines (2001),2001
4975,1,Vanilla Sky (2001),2001
5015,1,Monster's Ball (2001),2001
5066,1,"Walk to Remember, A (2002)",2002
5110,1,Super Troopers (2001),2001
5135,1,Monsoon Wedding (2001),2001
5171,1,"Time Machine, The (2002)",2002
5219,1,Resident Evil (2002),2002
5283,1,National Lampoon's Van Wilder (2002),2002
5378,1,Star Wars: Episode II - Attack of the Clones (2002),2002
5418,1,"Bourne Identity, The (2002)",2002
5481,1,Austin Powers in Goldmember (2002),2002
5995,1,"Pianist, The (2002)",2002
5502,1,Signs (2002),2002
5507,1,xXx (2002),2002
5574,1,"Transporter, The (2002)",2002
5617,1,Secretary (2002),2002
5668,1,White Oleander (2002),2002
5669,1,Bowling for Columbine (2002),2002
5673,1,Punch-Drunk Love (2002),2002
5717,1,Make Them Die Slowly (Cannibal Ferox) (1981),1981
5758,1,Horror Planet (a.k.a. Inseminoid) (1981),1981
5872,1,Die Another Day (2002),2002
5902,1,Adaptation (2002),2002
5954,1,25th Hour (2002),2002
5959,1,Narc (2002),2002
3593,1,Battlefield Earth (2000),2000
3545,1,Cabaret (1972),1972
3536,1,Keeping the Faith (2000),2000
2839,1,West Beirut (West Beyrouth) (1998),1998
2550,1,"Haunting, The (1963)",1963
2559,1,"King and I, The (1999)",1999
2565,1,"King and I, The (1956)",1956
2573,1,Tango (1998),1998
2575,1,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",1998
2582,1,Twin Dragons (Shuang long hui) (1992),1992
2587,1,Life (1999),1999
2598,1,Pushing Tin (1999),1999
2599,1,Election (1999),1999
2614,1,Chopping Mall (a.k.a. Killbots) (1986),1986
2616,1,Dick Tracy (1990),1990
2622,1,William Shakespeare's A Midsummer Night's Dream (1999),1999
2642,1,Superman III (1983),1983
2677,1,Buena Vista Social Club (1999),1999
2682,1,Limbo (1999),1999
2691,1,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",1998
2692,1,Run Lola Run (Lola rennt) (1998),1998
2697,1,My Son the Fanatic (1997),1997
2702,1,Summer of Sam (1999),1999
2703,1,Broken Vessels (1998),1998
2708,1,"Autumn Tale, An (Conte d'automne) (1998)",1998
2709,1,Muppets From Space (1999),1999
2711,1,My Life So Far (1999),1999
2718,1,Drop Dead Gorgeous (1999),1999
2720,1,Inspector Gadget (1999),1999
2721,1,Trick (1999),1999
2774,1,Better Than Chocolate (1999),1999
2776,1,"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)",1997
2797,1,Big (1988),1988
2545,1,Relax... It's Just Sex (1998),1998
2533,1,Escape from the Planet of the Apes (1971),1971
2529,1,Planet of the Apes (1968),1968
2432,1,Stepmom (1998),1998
2342,1,Hard Core Logo (1996),1996
2354,1,"Rugrats Movie, The (1998)",1998
2367,1,King Kong (1976),1976
2369,1,Desperately Seeking Susan (1985),1985
2379,1,Police Academy 2: Their First Assignment (1985),1985
2392,1,Jack Frost (1998),1998
2406,1,Romancing the Stone (1984),1984
2409,1,Rocky II (1979),1979
2410,1,Rocky III (1982),1982
2412,1,Rocky V (1990),1990
2414,1,Young Sherlock Holmes (1985),1985
2423,1,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),1989
2429,1,Mighty Joe Young (1998),1998
2433,1,"Civil Action, A (1998)",1998
2521,1,Airport 1975 (1974),1974
2436,1,Tea with Mussolini (1999),1999
2437,1,Wilde (1997),1997
2440,1,Another Day in Paradise (1998),1998
2442,1,Hilary and Jackie (1998),1998
2444,1,24 7: Twenty Four Seven (1997),1997
2445,1,At First Sight (1999),1999
2467,1,"Name of the Rose, The (Name der Rose, Der) (1986)",1986
2483,1,"Day of the Beast, The (Día de la Bestia, El) (1995)",1995
2495,1,"Fantastic Planet, The (Planète sauvage, La) (1973)",1973
2504,1,200 Cigarettes (1999),1999
2506,1,"Other Sister, The (1999)",1999
2507,1,Breakfast of Champions (1999),1999
2513,1,Pet Sematary (1989),1989
2836,1,Outside Providence (1999),1999
2863,1,"Hard Day's Night, A (1964)",1964
3512,1,Return to Me (2000),2000
2872,1,Excalibur (1981),1981
3113,1,End of Days (1999),1999
3129,1,Sweet and Lowdown (1999),1999
3159,1,Fantasia 2000 (1999),1999
3161,1,Onegin (1999),1999
3178,1,"Hurricane, The (1999)",1999
3181,1,Titus (1999),1999
3198,1,Papillon (1973),1973
3202,1,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),1971
3204,1,"Boys from Brazil, The (1978)",1978
3211,1,"Cry in the Dark, A (1988)",1988
3253,1,Wayne's World (1992),1992
3259,1,Far and Away (1992),1992
3264,1,Buffy the Vampire Slayer (1992),1992
3265,1,Hard-Boiled (Lat sau san taam) (1992),1992
3277,1,Beloved/Friend (a.k.a. Amigo/Amado) (Amic/Amat) (1999),1999
3298,1,Boiler Room (2000),2000
3300,1,Pitch Black (2000),2000
3342,1,Birdy (1984),1984
3357,1,East-West (Est-ouest) (1999),1999
3359,1,Breaking Away (1979),1979
3360,1,Hoosiers (a.k.a. Best Shot) (1986),1986
3412,1,"Bear, The (Ours, L') (1988)",1988
3415,1,"Mirror, The (Zerkalo) (1975)",1975
3424,1,Do the Right Thing (1989),1989
3435,1,Double Indemnity (1944),1944
3436,1,Dying Young (1991),1991
3445,1,Eyes of Laura Mars (1978),1978
3448,1,"Good Morning, Vietnam (1987)",1987
3477,1,Empire Records (1995),1995
3108,1,"Fisher King, The (1991)",1991
3100,1,"River Runs Through It, A (1992)",1992
3083,1,All About My Mother (Todo sobre mi madre) (1999),1999
2967,1,"Bad Seed, The (1956)",1956
2882,1,Jakob the Liar (1999),1999
2886,1,"Adventures of Elmo in Grouchland, The (1999)",1999
2891,1,"Happy, Texas (1999)",1999
2901,1,Phantasm (1979),1979
2902,1,Psycho II (1983),1983
2918,1,Ferris Bueller's Day Off (1986),1986
2919,1,"Year of Living Dangerously, The (1982)",1982
2926,1,Hairspray (1988),1988
2927,1,Brief Encounter (1946),1946
2942,1,Flashdance (1983),1983
2950,1,"Blue Lagoon, The (1980)",1980
2961,1,"Story of Us, The (1999)",1999
2963,1,Joe the King (1999),1999
2974,1,Bats (1999),1999
3054,1,Pokémon: The First Movie (1998),1998
2975,1,"Best Man, The (1999)",1999
2976,1,Bringing Out the Dead (1999),1999
2987,1,Who Framed Roger Rabbit? (1988),1988
3000,1,Princess Mononoke (Mononoke-hime) (1997),1997
3004,1,"Bachelor, The (1999)",1999
3008,1,Last Night (1998),1998
3022,1,"General, The (1926)",1926
3031,1,Repossessed (1990),1990
3034,1,Robin Hood (1973),1973
3035,1,Mister Roberts (1955),1955
3037,1,Little Big Man (1970),1970
3044,1,Dead Again (1991),1991
3053,1,"Messenger: The Story of Joan of Arc, The (1999)",1999
